x,y,z
"-13,83211097",0,"-0,362726704"
"-17,32363643","3,054624507","1,005353869"
"-15,64699927","5,69504199","0,663333726"
"-16,04794789","9,265287036","1,347374013"
"-13,47539698","11,30720064","1,005353869"
"-9,495132319","11,31585805","-0,02070656063"
"-4,566823932","7,909971079","-2,072827421"
"-3,445285356","9,46584372","-1,730807277"
"-1,586041307","8,994887229","-2,072827421"
0,"7,254262622","-2,756867707"
"2,07556904","11,77113696","-1,046766991"
"5,373648185","14,76397705","0,3213135827"
"8,325594415","14,42035253","0,663333726"
"9,495132319","11,31585805","-0,02070656063"
"9,156319122","7,683063999","-1,046766991"
"8,72376876","5,036670242","-1,730807277"
"8,582821498","3,123891551","-2,072827421"
"8,994887229","1,586041307","-2,072827421"
"16,65118883",0,"0,663333726"
"-12,4605793",0,"15,10074318"
"-12,2712751","2,163756888","15,10074318"
"-13,47515886","4,904556728","15,78478347"
"-14,04636895","8,109674892","16,46882375"
"-13,14458908","11,02961985","16,8108439"
"-9,217551531","10,98505015","15,78478347"
"-5,29059703","9,163582858","14,41670289"
"-3,297587704","9,060047755","14,07468275"
"-1,674229155","9,495025367","14,07468275"
0,"9,641501438","14,07468275"
"1,674229155","9,495025367","14,07468275"
"4,904556728","13,47515886","15,78478347"
"8,109674892","14,04636895","16,46882375"
"8,009505984","9,545357531","15,10074318"
"8,105664911","6,801460437","14,41670289"
"7,535987495","4,350904409","13,73266261"
"8,177025533","2,976193899","13,73266261"
"7,64419221","1,347877332","13,39064246"
"12,4605793",0,"15,10074318"
"-10,63493094",0,"63,97373683"
"-15,10044534","2,662615933","65,68383755"
"-16,17472168","5,887117239","66,36787783"
"-17,34809718","10,01592857","67,39393826"
"-13,18575392","11,06416125","66,36787783"
"-7,440024612","8,866676061","64,31575697"
"-3,907926539","6,768727318","62,9476764"
"-2,994572995","8,227521684","63,28969654"
"-1,520384555","8,622529286","63,28969654"
0,"8,755545699","63,28969654"
"3,315319578","18,80211165","67,05191812"
"3,958754409","10,87658835","64,31575697"
"1,558694987","2,699738911","61,23757568"
"2,00381965","2,388059267","61,23757568"
"0,9483666462","0,795774103","60,5535354"
"2,699738911","1,558694987","61,23757568"
"2,046366134","0,744816361","60,89555554"
"-1,557053076","-0,2745504677","59,52747497"
"4,057082595",0,"61,57959583"
"-10,45874423",0,"82,00063224"
"-14,00151872","2,468845521","83,36871282"
"-11,59404922","4,21988881","82,68467253"
"-13,1265266","7,578603666","83,71073296"
"-14,49047969","12,15895617","85,07881353"
"-10,34688784","12,33094076","84,0527531"
"-5,229372114","9,057538194","82,00063224"
"-3,5771012","9,828004775","82,00063224"
"-1,652965965","9,374435825","81,6586121"
0,"7,639666367","80,97457181"
"2,142493698","12,15068556","82,68467253"
"6,148251639","16,89218255","84,73679339"
"2,880140563","4,988549787","80,29053153"
"2,494591788","2,972938726","79,60649124"
"1,533246105","1,286546241","78,92245095"
"2,547156743","1,470601631","79,2644711"
"2,763827002","1,005950761","79,2644711"
"5,672769511","1,00026232","80,29053153"
"2,941203263",0,"79,2644711"
"2,68743869","-4,654780354","-3,440907994"
"2,481103942","-6,816777055","-2,756867707"
"1,259689485","-7,144054073","-2,756867707"
0,"-7,254262622","-2,756867707"
"-1,259689485","-7,144054073","-2,756867707"
"-3,445285356","-9,46584372","-1,730807277"
"-4,566823932","-7,909971079","-2,072827421"
"-5,266972904","-6,276933881","-2,414847564"
"-4,83724126","-4,058927357","-3,098887851"
"-3,840982672","-2,21759238","-3,782928137"
"-3,284688169","-1,195528722","-4,124948281"
"-5,293220916","-0,9333376623","-3,440907994"
"-5,37487738",0,"-3,440907994"
"-8,994887229","1,586041307","-2,072827421"
"-6,816777055","2,481103942","-2,756867707"
"-7,096173398","4,096977621","-2,414847564"
"-6,276933881","5,266972904","-2,414847564"
"-6,475018452","7,716626502","-1,730807277"
"-5,036670242","8,72376876","-1,730807277"
"5,76044334","-9,977380539","14,75872304"
"3,297587704","-9,060047755","14,07468275"
"1,837405066","-10,42044195","14,41670289"
0,"-12,4605793","15,10074318"
"-2,653284622","-15,04752484","16,12680361"
"-6,511525752","-17,89026997","17,49488418"
"-9,989060134","-17,30155967","17,83690433"
"-12,2376654","-14,5842817","17,49488418"
"-12,42474277","-10,42559708","16,46882375"
"-9,977380539","-5,76044334","14,75872304"
"-9,943069977","-3,618981509","14,41670289"
"-10,42044195","-1,837405066","14,41670289"
"-11,52088668",0,"14,75872304"
"-11,34585852","2,000580977","14,75872304"
"-14,35818108","5,225950533","16,12680361"
"-18,92915503","10,92875275","18,52094461"
"-16,74382064","14,04973372","18,52094461"
"-12,84168817","15,30412801","17,83690433"
"-8,579521202","14,86016663","16,8108439"
"4,84761916","-8,396322681","63,63171669"
"2,994572995","-8,227521684","63,28969654"
"2,988967756","-16,95127849","66,36787783"
0,"-11,57462356","64,31575697"
"-3,6416714","-20,65294481","67,73595841"
"-8,136873872","-22,35587723","68,76201884"
"-9,546082264","-16,53429949","67,05191812"
"-11,06416125","-13,18575392","66,36787783"
"-11,02621499","-9,252092933","65,3418174"
"-12,46531109","-7,196850712","65,3418174"
"-13,52565501","-4,922935824","65,3418174"
"-14,17502876","-2,499440022","65,3418174"
"-14,39370142",0,"65,3418174"
"-23,42919454","4,131199134","68,76201884"
"-15,29169946","5,565723434","66,02585769"
"-25,48607399","14,71439168","70,8141397"
"-25,4231412","21,3325484","72,18222027"
"-18,91645731","22,54375596","70,8141397"
"-14,24454537","24,67227631","70,47211955"
"1,470601631","-2,547156743","79,2644711"
"0,6845569566","-1,880804781","78,92245095"
"1,489790054","-8,449019247","81,31659196"
0,"-4,820588504","79,94851138"
"-1,652965965","-9,374435825","81,6586121"
"-5,184070224","-14,24311588","83,71073296"
"-7,578603666","-13,1265266","83,71073296"
"-7,93079675","-9,451555519","82,68467253"
"-8,011862899","-6,722751203","82,00063224"
"-6,61614515","-3,819833183","80,97457181"
"-7,17893811","-2,612919786","80,97457181"
"-8,449019247","-1,489790054","81,31659196"
"-8,579358987",0,"81,31659196"
"-14,9269353","2,632021432","83,71073296"
"-12,47707144","4,541282615","83,02669267"
"-18,00931269","10,39768153","85,76285382"
"-23,12863542","19,40722945","89,18305525"
"-18,1991839","21,6889428","88,49901497"
"-14,62629832","25,33349182","88,84103511"
"13,02405752","22,55832934","4,083535159"
"17,34742838","20,67386009","4,425555303"
"19,95401378","16,7434056","4,083535159"
"23,37212702","13,49390383","4,425555303"
"27,12628815","9,873161453","5,109595589"
"24,72696906","4,360031797","3,741515016"
"24,1687298",0,"3,399494873"
"22,87613591","-4,033679974","3,057474729"
"20,06211038","-7,302011014","2,373434443"
"17,67554326","-10,20497966","2,031414299"
"15,63493592","-13,11926896","2,031414299"
"13,72329173","-16,35478223","2,373434443"
"9,735133346","-16,86174557","1,689394156"
"5,69504199","-15,64699927","0,663333726"
"3,054624507","-17,32363643","1,005353869"
0,"-17,59088145","1,005353869"
"-3,544152241","-20,09988617","2,031414299"
"-6,3378296","-17,41304371","1,347374013"
"-9,265287036","-16,04794789","1,347374013"
