0,0,0
-14.11,1.728e-15,-13.215
-12.22,7.0551,-13.215
-7.9212,13.72,-12.215
8.6401e-16,14.11,-13.215
7.0551,12.22,-13.215
10.72,6.1891,-14.215
10.646,0,-15.215
-11.806,1.4459e-15,2.775
-10.975,6.3362,3.275
-6.3362,10.975,3.275
7.2294e-16,11.806,2.775
5.9032,10.225,2.775
7.9747,4.6042,1.275
8.3423,0,0.77499
-4.9859,6.106e-16,52.588
-8.8179,5.091,55.588
-4.658,8.0679,55.088
4.6439e-16,7.584,54.088
2.926,5.0679,53.088
5.0679,2.926,53.088
-3.6743,-0,47.588
6.1122,-7.4852e-16,65.811
5.2933,-3.0561,65.811
3.4891,-6.0433,65.311
-3.7426e-16,-6.1122,65.811
-1.757,-3.0433,67.311
-3.7933,-2.1901,66.811
-10.442,-0,63.311
5.3231,-9.2199,-15.215
-1.9557e-15,-10.646,-15.215
-5.3231,-9.2199,-15.215
-9.2199,-5.3231,-15.215
-14.11,1.728e-15,-13.215
-11.47,6.6221,-13.715
-8.3542,14.47,-11.715
5.0372,-8.7247,1.775
-2.1688e-15,-11.806,2.775
-5.4702,-9.4747,2.275
-7.9747,-4.6042,1.275
-12.672,1.5519e-15,3.275
-10.975,6.3362,3.275
-6.7692,11.725,3.775
7.2561,-12.568,58.088
-3.4613e-15,-18.842,60.588
-8.9881,-15.568,60.088
-15.568,-8.9881,60.088
-21.44,2.6257e-15,62.088
-19.318,11.153,62.588
-12.885,22.318,64.588
2.1401,-3.7067,71.811
-1.5817e-15,-8.6103,74.311
-3.4391,-5.9567,73.311
-5.2067,-3.0061,72.811
-7.7442,9.484e-16,73.811
-7.4567,4.3051,74.311
-6.9032,11.957,77.311
17.014,29.47,-1.7154
29.47,17.014,-1.7154
31.431,-7.6983e-15,-3.2154
26.47,-15.282,-3.7154
14.416,-24.97,-4.7154
-4.9783e-15,-27.101,-5.7154
-13.55,-23.47,-5.7154
6.7692,11.725,3.775
9.4747,5.4702,2.275
10.074,-2.4675e-15,1.775
10.225,-5.9032,2.775
4.6042,-7.9747,1.275
-1.6915e-15,-9.2083,1.275
-6.3362,-10.975,3.275
10.72,18.568,62.088
15.568,8.9881,60.088
17.11,-4.1908e-15,59.588
14.818,-8.5551,59.588
5.9571,-10.318,56.588
-2.1886e-15,-11.914,56.588
-7.2561,-12.568,58.088
2.5731,4.4567,72.311
2.9567,1.7071,71.311
1.6821,-4.1199e-16,70.311
2.2067,-1.274,70.811
-0.45801,0.79329,68.811
4.8644e-16,2.6481,67.811
0.89102,1.5433,68.311
-14.976,1.8341e-15,-12.715
-15.701,5.7146,-11.715
-12.799,10.74,-11.715
-7.0551,12.22,-13.215
-2.4502,13.896,-13.215
2.6006,14.749,-12.715
7.4881,12.97,-12.715
9.4823,7.9566,-14.215
12.446,4.5298,-13.715
10.646,0,-15.215
-12.672,1.5519e-15,3.275
-13.536,4.9266,4.275
-11.698,9.8157,4.775
-6.7692,11.725,3.775
-1.599,9.0685,1.275
2.2005,12.48,3.275
6.3362,10.975,3.275
9.0442,7.589,2.775
7.8392,2.8532,0.77499
8.3423,0,0.77499
-5.8519,7.1666e-16,53.088
-11.196,4.0749,56.588
-8.4633,7.1016,56.088
-4.658,8.0679,55.088
-1.3169,7.4688,54.088
1.3169,7.4688,54.088
3.792,6.5679,54.088
4.4828,3.7616,53.088
3.0576,1.1129,51.588
-4.5404,-0,47.088
4.3801,-5.3641e-16,66.811
5.7436,-2.0905,65.811
4.0188,-3.3722,66.311
1.757,-3.0433,67.311
0.91098,-5.1664,66.311
-0.45983,-2.6078,67.811
-0.89102,-1.5433,68.311
-2.0285,-1.7021,67.811
-4.116,-1.4981,66.811
-9.5763,-0,63.811
4.4571,-7.7199,-16.215
1.9991,-11.337,-14.715
-1.6983,-9.6316,-15.715
-4.4571,-7.7199,-16.215
-7.492,-6.2866,-15.715
-10.818,-3.9374,-14.715
