0,0,0
-23.637,2.8946e-15,-7.7154
-19.72,11.385,-8.2154
-10.519,18.22,-9.2154
1.2352e-15,20.172,-9.7154
12.251,21.22,-7.2154
19.72,11.385,-8.2154
22.771,0,-8.2154
-27.395,3.3549e-15,11.775
-22.225,12.831,10.775
-12.398,21.475,10.275
1.4123e-15,23.065,9.275
14.13,24.475,12.275
22.975,13.264,11.275
22.199,0,8.775
-17.11,2.0954e-15,59.588
-16.318,9.4212,60.588
-8.5551,14.818,59.588
1.2068e-15,19.708,61.088
10.72,18.568,62.088
15.568,8.9881,60.088
12.78,0,57.088
-12.074,1.4787e-15,76.311
-11.207,6.4702,76.811
-6.4702,11.207,76.811
8.454e-16,13.806,77.311
6.0372,10.457,76.311
12.707,7.3362,77.811
9.4763,0,74.811
8.7872,-15.22,-11.215
-3.2284e-15,-17.574,-11.215
-7.9212,-13.72,-12.215
-12.97,-7.4881,-12.715
-13.244,1.622e-15,-13.715
-12.97,7.4881,-12.715
-7.9212,13.72,-12.215
12.831,-22.225,10.775
-4.8733e-15,-26.529,11.275
-11.965,-20.725,9.775
-19.975,-11.532,9.275
-22.199,2.7186e-15,8.775
-20.725,11.965,9.775
-11.965,20.725,9.775
10.287,-17.818,61.588
-3.9385e-15,-21.44,62.088
-12.019,-20.818,63.588
-22.318,-12.885,64.588
-24.904,3.0499e-15,64.088
-20.818,12.019,63.588
-11.586,20.068,63.088
5.1712,-8.9567,75.311
-1.5817e-15,-8.6103,74.311
-4.7381,-8.2067,74.811
-7.4567,-4.3051,74.311
-7.7442,9.484e-16,73.811
-8.2067,4.7381,74.811
-3.8721,6.7067,73.811
11.818,20.47,-7.7154
21.22,12.251,-7.2154
22.771,-5.5772e-15,-8.2154
19.72,-11.385,-8.2154
8.7872,-15.22,-11.215
-3.5465e-15,-19.306,-10.215
-9.2202,-15.97,-10.715
10.233,17.725,7.775
19.225,11.099,8.775
22.199,-5.4371e-15,8.775
19.975,-11.532,9.275
10.233,-17.725,7.775
-3.7597e-15,-20.467,7.775
-10.233,-17.725,7.775
10.287,17.818,61.588
17.818,10.287,61.588
20.574,-5.0393e-15,61.588
16.318,-9.4212,60.588
8.5551,-14.818,59.588
-3.3022e-15,-17.976,60.088
-8.9881,-15.568,60.088
1.274,2.2067,70.811
1.4567,0.84103,70.311
4.2801,-1.0483e-15,71.811
2.9567,-1.7071,71.311
0.40802,-0.70671,69.811
9.1832e-18,0.049991,69.311
-0.40802,-0.70671,69.811
-23.637,2.8946e-15,-7.7154
-23.839,8.6766,-6.7154
-15.453,12.967,-9.7154
-10.952,18.97,-8.7154
-3.6533,20.719,-9.2154
4.2548,24.13,-7.2154
12.684,21.97,-6.7154
18.107,15.193,-7.7154
21.397,7.788,-8.2154
22.771,0,-8.2154
-28.261,3.461e-15,12.275
-25.743,9.3696,11.775
-20.322,17.052,11.275
-13.264,22.975,11.275
-4.7571,26.979,11.775
4.6067,26.126,11.275
14.563,25.225,12.775
21.649,18.166,12.275
24.115,8.7772,10.775
25.663,0,10.775
-18.842,2.3075e-15,60.588
-19.334,7.0368,61.588
-15.761,13.225,61.588
-11.586,20.068,63.088
-3.8735,21.968,62.588
4.3246,24.526,64.088
12.019,20.818,63.588
12.444,10.442,59.088
17.706,6.4445,60.588
11.048,0,56.088
-14.672,1.7969e-15,77.811
-15.415,5.6107,78.811
-10.576,8.8746,77.311
-7.3362,12.707,77.811
-2.2471,12.744,76.811
1.7959,10.185,75.311
6.4702,11.207,76.811
11.24,9.4313,77.811
10.532,3.8335,75.811
11.208,0,75.811
9.2202,-15.97,-10.715
3.0518,-17.307,-11.215
-3.2021,-18.16,-10.715
-8.3542,-14.47,-11.715
-12.136,-10.183,-12.215
-14.073,-5.1222,-12.715
-14.976,1.8341e-15,-12.715
-14.073,5.1222,-12.715
-10.809,9.0699,-13.215
-7.9212,13.72,-12.215
12.398,-21.475,10.275
4.7571,-26.979,11.775
-4.7571,-26.979,11.775
-12.831,-22.225,10.775
-19.659,-16.496,10.775
-20.86,-7.5924,8.775
-23.065,2.8246e-15,9.275
-22.488,8.1848,9.775
-18.332,15.382,9.775
-12.398,21.475,10.275
11.153,-19.318,62.588
3.7231,-21.115,62.088
-3.5727,-20.262,61.588
-10.287,-17.818,61.588
-16.424,-13.782,62.088
-22.589,-8.2216,63.588
-22.306,2.7317e-15,62.588
-20.961,7.6292,62.588
-15.097,12.668,61.088
-10.72,18.568,62.088
4.7381,-8.2067,74.811
1.9463,-11.038,75.811
-1.3448,-7.6266,73.811
-4.3051,-7.4567,74.311
-6.5958,-5.5346,74.311
-7.2772,-2.6487,73.811
-7.7442,9.484e-16,73.811
-9.7186,3.5373,75.311
-5.269,4.4212,73.311
-5.1712,8.9567,75.311
11.385,19.72,-8.2154
18.107,15.193,-7.7154
22.211,8.0842,-7.7154
21.038,-5.1529e-15,-9.2154
18.956,-6.8994,-9.7154
15.453,-12.967,-9.7154
10.086,-17.47,-9.7154
2.9014,-16.455,-11.715
-3.3525,-19.013,-10.215
-9.6532,-16.72,-10.215
9.8003,16.975,7.275
15.678,13.156,7.775
20.86,7.5924,8.775
21.333,-5.225e-15,8.275
20.046,-7.2962,8.275
15.678,-13.156,7.775
10.233,-17.725,7.775
3.554,-20.156,7.775
-3.4036,-19.303,7.275
-9.8003,-16.975,7.275
10.287,17.818,61.588
14.434,12.112,60.588
19.334,7.0368,61.588
19.708,-4.8272e-15,61.088
18.52,-6.7406,61.088
13.771,-11.555,60.088
8.9881,-15.568,60.088
2.6704,-15.145,58.588
-2.8208,-15.997,59.088
-8.1221,-14.068,59.088
0.40802,0.70671,69.811
1.9519,1.6379,70.811
0.76682,0.2791,69.811
3.4141,-8.3622e-16,71.311
2.3944,-0.8715,70.811
0.62512,-0.52454,69.811
0.84103,-1.4567,70.311
-0.15906,0.9021,68.811
0.0086808,0.049231,69.311
-0.84103,-1.4567,70.311
-23.637,2.8946e-15,-7.7154
-23.277,4.1044,-7.7154
-20.583,7.4918,-8.7154
-18.22,10.519,-9.2154
-17.443,14.637,-8.2154
-15.193,18.107,-7.7154
-11.385,19.72,-8.2154
-6.8994,18.956,-9.7154
-3.6533,20.719,-9.2154
1.3943e-15,22.771,-8.2154
3.8037,21.572,-8.7154
8.6766,23.839,-6.7154
11.385,19.72,-8.2154
15.75,18.77,-7.2154
16.116,13.523,-9.2154
18.97,10.952,-8.7154
22.211,8.0842,-7.7154
22.425,3.9541,-8.2154
21.905,0,-8.7154
-28.261,3.461e-15,12.275
-28.684,5.0578,12.775
-25.743,9.3696,11.775
-22.975,13.264,11.275
-21.649,18.166,12.275
-17.052,20.322,11.275
-14.996,25.975,13.275
-9.0734,24.929,11.275
-4.7571,26.979,11.775
1.7835e-15,29.127,12.775
4.4563,25.273,10.775
9.6658,26.557,12.275
12.831,22.225,10.775
18.166,21.649,12.275
20.322,17.052,11.275
22.975,13.264,11.275
25.743,9.3696,11.775
28.684,5.0578,12.775
29.127,0,12.775
-21.44,2.6257e-15,62.088
-22.82,4.0239,63.088
-22.589,8.2216,63.588
-21.568,12.452,64.088
-16.424,13.782,62.088
-16.565,19.741,64.588
-12.885,22.318,64.588
-8.814,24.216,64.588
-4.475,25.379,64.588
1.525e-15,24.904,64.088
4.3246,24.526,64.088
7.9254,21.775,63.088
11.153,19.318,62.588
13.225,15.761,61.588
17.088,14.338,62.588
19.318,11.153,62.588
20.147,7.333,62.088
22.82,4.0239,63.088
23.172,0,63.088
-16.404,2.009e-15,78.811
-14.45,2.5478,77.811
-15.415,5.6107,78.811
-12.707,7.3362,77.811
-12.567,10.545,78.811
-9.4313,11.24,77.811
-4.7381,8.2067,74.811
-5.0183,13.788,77.811
-2.5478,14.45,77.811
7.9237e-16,12.94,76.811
1.9463,11.038,75.811
5.6107,15.415,78.811
4.7381,8.2067,74.811
12.215,14.557,80.311
11.903,9.9879,78.311
14.207,8.2022,78.811
16.229,5.9069,79.311
16.155,2.8486,78.811
17.271,0,79.311
9.6532,-16.72,-10.215
6.0108,-16.515,-11.215
3.0518,-17.307,-11.215
-2.9102e-15,-15.842,-12.215
-2.6006,-14.749,-12.715
-5.4184,-14.887,-12.215
-8.3542,-14.47,-11.715
-10.183,-12.136,-12.215
-12.799,-10.74,-11.715
-12.97,-7.4881,-12.715
-14.887,-5.4184,-12.215
-15.602,-2.751,-12.215
-14.976,1.8341e-15,-12.715
-14.749,2.6006,-12.715
-14.887,5.4184,-12.215
-13.72,7.9212,-12.215
-12.136,10.183,-12.215
-10.183,12.136,-12.215
-7.0551,12.22,-13.215
13.264,-22.975,11.275
8.481,-23.301,10.275
4.4563,-25.273,10.775
-4.5551e-15,-24.797,10.275
-4.1555,-23.567,9.775
-8.481,-23.301,10.275
-12.831,-22.225,10.775
-16.496,-19.659,10.775
-19.659,-16.496,10.775
-21.475,-12.398,10.275
-22.488,-8.1848,9.775
-24.42,-4.3059,10.275
-25.663,3.1428e-15,10.775
-23.567,4.1555,9.775
-24.115,8.7772,10.775
-21.475,12.398,10.275
-18.995,15.939,10.275
-15.939,18.995,10.275
-12.398,21.475,10.275
10.72,-18.568,62.088
7.0368,-19.334,61.588
3.7231,-21.115,62.088
-3.7794e-15,-20.574,61.588
-4.0239,-22.82,63.088
-7.9254,-21.775,63.088
-10.287,-17.818,61.588
-14.338,-17.088,62.588
-15.761,-13.225,61.588
-18.568,-10.72,62.088
-19.334,-7.0368,61.588
-20.262,-3.5727,61.588
-20.574,2.5196e-15,61.588
-19.409,3.4223,61.088
-20.147,7.333,62.088
-16.318,9.4212,60.588
-15.097,12.668,61.088
-14.338,17.088,62.588
-10.287,17.818,61.588
4.7381,-8.2067,74.811
3.5373,-9.7186,75.311
1.6455,-9.3323,74.811
-1.7408e-15,-9.4763,74.811
-1.4952,-8.4795,74.311
-2.9449,-8.091,74.311
-4.7381,-8.2067,74.811
-6.0912,-7.2593,74.811
-6.5958,-5.5346,74.311
-7.4567,-4.3051,74.311
-8.091,-2.9449,74.311
-9.3323,-1.6455,74.811
-9.4763,1.1605e-15,74.811
-8.4795,1.4952,74.311
-8.9048,3.2411,74.811
-6.7067,3.8721,73.811
