x,y,z
"-23,71359406",0,"13,56379177"
"-23,35333128","4,117822395","13,56379177"
"-23,20890593","8,447350928","13,73743995"
"-20,53657487","11,85679703","13,56379177"
"-18,92007346","15,87582667","13,73743995"
"-15,24280444","18,16566696","13,56379177"
"-11,85679703","20,53657487","13,56379177"
"-9,794647284","26,91057224","14,43203266"
"-4,972872753","28,20256284","14,43203266"
0,"30,60724833","14,77932901"
"3,946812323","22,38348497","13,39014359"
"7,773702751","21,35807277","13,39014359"
"11,36439315","19,68370634","13,39014359"
"13,97676","16,65685394","13,21649541"
"16,65685394","13,97676","13,21649541"
"20,53657487","11,85679703","13,56379177"
"19,50723962","7,100054573","13,04284723"
"19,47394604","3,433782108","12,86919906"
"17,80474754",0,"12,5219027"
"-24,06329466",0,"28,8568526"
"-23,69771914","4,178547266","28,8568526"
"-24,46293358","8,903779665","29,20414895"
"-20,83942447","12,03164733","28,8568526"
"-19,18795966","16,10060987","29,03050077"
"-16,10060987","19,18795966","29,03050077"
"-12,5240512","21,692293","29,03050077"
"-10,9247242","30,01543305","30,24603802"
"-5,546627839","31,45648962","30,24603802"
0,"33,91137219","30,59333437"
"4,178547266","23,69771914","28,8568526"
"8,566955576","23,537517","29,03050077"
"11,53924345","19,98655594","28,68320442"
"15,46758765","18,43355315","28,8568526"
"16,17033363","13,56852099","28,33590806"
"19,13368741","11,04683957","28,50955624"
"18,91043411","6,882835132","28,16225989"
"20,78818021","3,665517051","28,33590806"
"19,13925589",0,"27,98861171"
"-23,85843401",0,"76,08883892"
"-26,40550972","4,656003803","76,60978345"
"-23,34501096","8,496889108","76,2624871"
"-21,51487848","12,42162088","76,2624871"
"-19,78543381","16,60195021","76,43613528"
"-16,60195021","19,78543381","76,43613528"
"-13,89883251","24,07348407","76,78343163"
"-0,00002991357609","0,00008218687483","71,88196871"
"-0,00001518752061","0,00008613270951","71,88196871"
0,"25,82804952","76,43613528"
"4,827013874","27,37535603","76,78343163"
"9,844185463","27,04667727","76,95707981"
"12,42162088","21,51487848","76,2624871"
"15,96892799","19,0310273","76,2624871"
"17,52221429","14,70288355","75,91519074"
"18,95627288","10,94440925","75,74154256"
"17,79251149","6,475944575","75,22059803"
"14,76735399","2,603882943","74,52600532"
"14,01035648",0,"74,35235714"
"-22,87603049",0,"93,17786708"
"-24,46818481","4,314401151","93,52516343"
"-23,34727021","8,497711406","93,52516343"
"-23,22269767","13,40763075","93,87245979"
"-19,03286905","15,9704734","93,52516343"
"-17,23651785","20,54168207","93,87245979"
"-13,90003463","24,07556621","94,04610796"
"-0,00001015141836","0,00002789079271","89,14421092"
"-0,000005154010174","0,0000292298442","89,14421092"
0,"27,80006926","94,04610796"
"4,656421294","26,40787743","93,87245979"
"9,171359584","25,19810336","93,87245979"
"13,90003463","24,07556621","94,04610796"
"16,60349563","19,78727556","93,69881161"
"16,76964953","14,07140674","93,0042189"
"18,10548648","10,45320749","92,83057072"
