x,y,z
-38,0,24
"-34,46827136","6,077686218",24
"-37,58770483","13,68080573",24
"-36,37306696",21,24
"-25,27946662","21,21199112",24
"-16,06969024","19,15111108",24
-10,"17,32050808",24
"-6,498382723","17,85415979",24
"-2,95201902","16,7417318",24
0,15,24
"2,95201902","16,7417318",24
"6,498382723","17,85415979",24
11,"19,05255888",24
"17,35526546","20,68319996",24
"27,57759995","23,14035395",24
"35,50704156","20,5",24
"31,00985649","11,28666473",24
"30,52904034","5,383093508",24
32,0,24
-38,0,39
"-31,5138481","5,556741685",39
"-31,00985649","11,28666473",39
"-30,31088913","17,5",39
"-21,44924441","17,99805307",39
"-13,4985398","16,08693331",39
"-8,5","14,72243186",39
"-5,13030215","14,09538931",39
"-2,083778132","11,81769304",39
0,16,39
"2,083778132","11,81769304",39
"4,788282007","13,15569669",39
9,"15,58845727",39
"12,85575219","15,32088886",39
"18,38506663","15,42690263",39
"24,24871131",14,39
"22,5526229","8,20848344",39
"32,49865585","5,730389863",39
31,0,39
-43,0,"85,55"
"-46,28596439","8,16146435","85,55"
"-43,22586056","15,73292659","85,55"
0,0,"85,55"
"-31,40782217","26,354292","85,55"
"-21,21199112","25,27946662","85,55"
"-14,5","25,11473671","85,55"
"-8,892523726","24,43200814","85,55"
"-4,341204442","24,62019383","85,55"
0,23,"85,55"
"4,341204442","24,62019383","85,55"
"9,918584156","27,251086","85,55"
17,"29,44486373","85,55"
"26,354292","31,40782217","85,55"
"36,77013327","30,85380526","85,55"
"37,23909236","21,5","85,55"
"36,64801221","13,33878559","85,55"
"37,42269461","6,598630751","85,55"
39,0,"85,55"
-44,0,"102,55"
"-45,30115664","7,987816173","102,55"
"-41,34647531","15,04888631","102,55"
"-45,033321",26,"102,55"
"-38,30222216","32,13938048","102,55"
"-26,354292","31,40782217","102,55"
-18,"31,17691454","102,55"
"-10,2606043","28,19077862","102,55"
"-4,862148975","27,57461708","102,55"
0,26,"102,55"
"4,688500797","26,58980933","102,55"
"9,918584156","27,251086","102,55"
"17,5","30,31088913","102,55"
"25,71150439","30,64177772","102,55"
"36,00408883","30,21101766","102,55"
"37,23909236","21,5","102,55"
"37,58770483","13,68080573","102,55"
"39,39231012","6,945927107","102,55"
38,0,"102,55"
6,"-10,39230485",24
"3,762221577","-10,33661883",24
"1,910129954","-10,83288528",24
0,-8,24
"-1,562833599","-8,863269777",24
"-4,446261863","-12,21600407",24
"-8,5","-14,72243186",24
"-12,21296458","-14,55484442",24
"-19,91715552","-16,71247785",24
"-28,57883832","-16,5",24
"-29,13047124","-10,60262444",24
"-27,57461708","-4,862148975",24
-26,0,24
"-26,58980933","4,688500797",24
"-28,19077862","10,2606043",24
"-23,3826859","13,5",24
"-16,08693331","13,4985398",24
"-13,4985398","16,08693331",24
-9,"15,58845727",24
"-2,5","4,330127019",39
"-1,710100717","4,698463104",39
"-1,041889066","5,908846518",39
0,-2,39
"1,041889066","5,908846518",39
"1,710100717","4,698463104",39
"1,5","2,598076211",39
"0,6427876097","0,7660444431",39
"-2,298133329","-1,928362829",39
"-8,660254038",-5,39
"-12,21600407","-4,446261863",39
"-15,75692405","-2,778370843",39
-16,0,39
"-39,39231012","6,945927107",39
"-32,88924173","11,97070502",39
"-13,85640646",8,39
"-15,32088886","12,85575219",39
"-4,499513268","5,362311102",39
-3,"5,196152423",39
"0,5","-0,8660254038","85,55"
"0,6840402867","-1,879385242","85,55"
"0,8682408883","-4,924038765","85,55"
0,-8,"85,55"
"-1,736481777","-9,84807753","85,55"
"-4,10424172","-11,27631145","85,55"
-8,"-13,85640646","85,55"
"-13,4985398","-16,08693331","85,55"
"-22,98133329","-19,28362829","85,55"
"-26,84678752","-15,5","85,55"
"-32,88924173","-11,97070502","85,55"
"-35,45307911","-6,251334396","85,55"
-35,0,"85,55"
"-36,43788686","6,424982574","85,55"
"-42,28616794","15,39090645","85,55"
"-43,30127019",25,"85,55"
"-22,98133329","19,28362829","85,55"
"-19,28362829","22,98133329","85,55"
-13,"22,5166605","85,55"
-5,"8,660254038","102,55"
"-2,736161147","7,517540966","102,55"
"-1,041889066","5,908846518","102,55"
0,7,"102,55"
"0,520944533","2,954423259","102,55"
0,0,"102,55"
-2,"-3,464101615","102,55"
"-5,785088487","-6,894399988","102,55"
"-12,25671109","-10,28460175","102,55"
"-18,18653348","-10,5","102,55"
"-22,5526229","-8,20848344","102,55"
"-23,63538607","-4,167556264","102,55"
-24,0,"102,55"
"-26,58980933","4,688500797","102,55"
"-31,94954911","11,62868487","102,55"
"-36,37306696",21,"102,55"
"-25,27946662","21,21199112","102,55"
"-14,78411502","17,61902219","102,55"
"-9,5","16,45448267","102,55"
4,"6,92820323",24
"5,142300877","6,128355545",24
"10,7246222","8,999026536",24
"16,45448267","9,5",24
"21,61293028","7,866463296",24
"23,63538607","4,167556264",24
20,0,24
"19,69615506","-3,472963553",24
"19,73354504","-7,18242301",24
"24,24871131",-14,24
"19,15111108","-16,06969024",24
"12,21296458","-14,55484442",24
8,"-13,85640646",24
"3,762221577","-10,33661883",24
"2,431074487","-13,78730854",24
0,-5,24
"-1,736481777","-9,84807753",24
"-3,762221577","-10,33661883",24
"-5,5","-9,526279442",24
9,"15,58845727",39
"12,21296458","14,55484442",39
"16,85297775","14,14132741",39
"24,24871131",14,39
"32,88924173","11,97070502",39
"31,5138481","5,556741685",39
26,0,39
"25,60500158","-4,514852619",39
"28,19077862","-10,2606043",39
"25,11473671","-14,5",39
"19,91715552","-16,71247785",39
"12,21296458","-14,55484442",39
7,"-12,12435565",39
"4,10424172","-11,27631145",39
"2,083778132","-11,81769304",39
0,-7,39
"-1,215537244","-6,893654271",39
"-3,07818129","-8,457233587",39
"-5,5","-9,526279442",39
13,"22,5166605","85,55"
"19,28362829","22,98133329","85,55"
"26,04551107","21,85477873","85,55"
"37,23909236","21,5","85,55"
"47,92432366","17,44302731","85,55"
"44,31634889","7,814167995","85,55"
43,0,"85,55"
"40,37711787","-7,119575284","85,55"
"43,22586056","-15,73292659","85,55"
"32,90896534",-19,"85,55"
"22,21528885","-18,64084068","85,55"
"12,85575219","-15,32088886","85,55"
7,"-12,12435565","85,55"
"3,420201433","-9,396926208","85,55"
"1,736481777","-9,84807753","85,55"
0,-8,"85,55"
"-1,215537244","-6,893654271","85,55"
"-3,07818129","-8,457233587","85,55"
-5,"-8,660254038","85,55"
"8,5","14,72243186","102,55"
"12,85575219","15,32088886","102,55"
"17,61902219","14,78411502","102,55"
"25,11473671","14,5","102,55"
"38,52739745","14,02282588","102,55"
"35,45307911","6,251334396","102,55"
31,0,"102,55"
"30,52904034","-5,383093508","102,55"
"30,07016387","-10,94464459","102,55"
"23,3826859","-13,5","102,55"
"16,85297775","-14,14132741","102,55"
"8,999026536","-10,7246222","102,55"
"3,5","-6,062177826","102,55"
"1,02606043","-2,819077862","102,55"
"0,3472963553","-1,969615506","102,55"
0,4,"102,55"
"0,520944533","2,954423259","102,55"
"0,6840402867","1,879385242","102,55"
1,"1,732050808","102,55"
