x,y,z
"-14,97629795",0,"-12,71539031"
"-13,71985448","7,921161675","-12,21539031"
"-8,354174377","14,46985448","-11,71539031"
0,"22,77052658","-8,215390309"
"10,08622518","17,46985448","-9,715390309"
"14,46985448","8,354174377","-11,71539031"
"14,11027254",0,"-13,21539031"
"1,183956091",0,"-4,725009252"
"1,025336052","-0,5919780457","-4,725009252"
"-1,573085464","2,724663948","-2,225009252"
0,"6,610272543","-0,2250092524"
"3,738148973","6,474663948","0,2749907476"
"5,724663948","3,305136271","-0,2250092524"
"-0,3179306876",0,"-4,225009252"
"7,978665862",0,"45,10337329"
"6,909727325","-3,989332931","45,10337329"
"3,989332931","-6,909727325","45,10337329"
0,"-3,674346401","47,58847329"
"-8,332363729","-14,43207733","40,08847329"
"-6,909727325","-3,989332931","45,10337329"
"-7,978665862",0,"45,10337329"
"32,09293069",0,"50,81090516"
"11,29329326","-6,520185902","61,81090516"
"3,922109691","-6,793293257","64,81090516"
0,"9,476288694","74,81090516"
"1,274042732","2,206706743","70,81090516"
"0,0000567426302","0,00003276037282","69,33980516"
"0,00006552074564",0,"69,33980516"
"3,158021954","-5,469854476","-17,71539031"
0,"-8,91412012","-16,21539031"
"-4,024047358","-6,969854476","-16,71539031"
"-4,719854476","-2,725009252","-18,21539031"
"-5,450018505",0,"-18,21539031"
"-6,219854476","3,591034656","-17,21539031"
"-5,323085464","9,219854476","-15,21539031"
"4,171161675","-7,224663948","0,7749907476"
0,"-6,610272543","-0,2250092524"
"-2,872123569","-4,974663948","-0,7250092524"
"2,525336052","1,458003449","-5,725009252"
"2,049981495",0,"-5,225009252"
"-1,224663948","0,70706006","-3,225009252"
"-2,006098166","3,474663948","-1,725009252"
"-3,989332931","6,909727325","45,10337329"
0,"14,93267665","41,08847329"
"10,06441454","17,43207733","38,08847329"
"6,909727325","3,989332931","45,10337329"
"7,978665862",0,"45,10337329"
"6,909727325","-3,989332931","45,10337329"
"3,989332931","-6,909727325","45,10337329"
"0,00003276037282","-0,0000567426302","69,33980516"
0,"16,50447342","59,81090516"
"11,28332562","19,54329326","56,31090516"
"-0,0000567426302","-0,00003276037282","69,33980516"
"-0,00006552074564",0,"69,33980516"
"-0,0000567426302","0,00003276037282","69,33980516"
"-0,00003276037282","0,0000567426302","69,33980516"
"13,9833395","24,21985448","-5,215390309"
"23,46985448","13,5503268","-5,715390309"
"24,50257739",0,"-7,215390309"
"18,96985448","-10,95225059","-8,715390309"
"10,08622518","-17,46985448","-9,715390309"
0,"-21,90450118","-8,715390309"
"-9,653212483","-16,71985448","-10,21539031"
"-0,000006380944037","-0,00001105211927","-4,041459252"
"-0,00001105211927","-0,000006380944037","-4,041459252"
"-0,00001276188807",0,"-4,041459252"
"-0,00001105211927","0,000006380944037","-4,041459252"
"-0,000006380944037","0,00001105211927","-4,041459252"
0,"0,00001276188807","-4,041459252"
"0,000006380944037","0,00001105211927","-4,041459252"
"-3,989332931","-6,909727325","45,10337329"
"-6,909727325","-3,989332931","45,10337329"
"-7,978665862",0,"45,10337329"
"-6,909727325","3,989332931","45,10337329"
"-3,989332931","6,909727325","45,10337329"
0,"7,978665862","45,10337329"
"6,600312921","11,43207733","42,08847329"
"-17,77851615","-30,79329326","48,81090516"
"0,0000567426302","0,00003276037282","69,33980516"
"0,00006552074564",0,"69,33980516"
"-27,04329326","15,61345264","51,31090516"
"-13,44838913","23,29329326","53,81090516"
0,"-7,744237886","73,81090516"
"-4,738144347","-8,206706743","74,81090516"
