x,y,z
"-16,70834875",0,"-11,71539031"
"-16,51450971","6,010789968","-11,21539031"
"-13,46275166","11,29658996","-11,21539031"
"-8,354174377","14,46985448","-11,71539031"
"-3,502909246","19,86598552","-9,715390309"
"3,653292979","20,71885405","-9,215390309"
"10,08622518","17,46985448","-9,715390309"
"14,78957956","12,40993076","-10,21539031"
"17,32830739","6,306988101","-10,71539031"
"16,70834875",0,"-11,71539031"
"-2,280145524",0,"-2,725009252"
"-3,770231286","1,372251964","-1,725009252"
"-2,410106756","2,02231969","-2,225009252"
"-2,006098166","3,474663948","-1,725009252"
"-0,9974780477","5,656979118","-0,7250092524"
"1,147861781","6,50984765","-0,2250092524"
"3,305136271","5,724663948","-0,2250092524"
"3,736934652","3,135660489","-1,225009252"
"3,770231286","1,372251964","-1,725009252"
"-0,3179306876",0,"-4,225009252"
"7,978665862",0,"45,10337329"
"21,35630519","-7,773059403","36,58847329"
"16,74640555","-14,05190272","37,08847329"
"10,93043994","-18,93207733","37,08847329"
"3,344950754","-18,9701584","38,58847329"
"-2,141880888","-12,14721014","42,58847329"
"-0,9711477965","-1,682077325","48,58847329"
"-3,47812659","-2,918494739","47,08847329"
"-18,91491214","-6,884465004","38,08847329"
"-7,978665862",0,"45,10337329"
"-0,00006552074564",0,"69,33980516"
"15,50913188","-5,644862364","59,81090516"
"15,29681594","-12,83555262","57,81090516"
"15,61345264","-27,04329326","51,31090516"
"-0,00001137755808","0,00006452533829","69,33980516"
"0,00001137755808","0,00006452533829","69,33980516"
"-6,0871732","-10,54329326","62,31090516"
"-1,365123031","-1,145474232","68,31090516"
"-12,25394116","-4,460069834","61,81090516"
"-29,49485448",0,"52,31090516"
"3,591034656","-6,219854476","-17,21539031"
"1,547920714","-8,778694605","-16,21539031"
"-1,547920714","-8,778694605","-16,21539031"
"-4,024047358","-6,969854476","-16,71539031"
"-5,501784287","-4,616545166","-17,21539031"
"-5,935139853","-2,160214243","-17,71539031"
"-7,182069312",0,"-17,21539031"
"-7,562735216","2,752610508","-16,71539031"
"-6,165198235","5,173215565","-16,71539031"
"-4,45706006","7,719854476","-16,21539031"
"4,604174377","-7,974663948","1,274990748"
"1,749396714","-9,921321777","1,774990748"
"-2,200547913","-12,47992737","3,274990748"
"-6,336225185","-10,97466395","3,274990748"
"-4,400348601","-3,692330888","-0,7250092524"
"-3,770231286","-1,372251964","-1,725009252"
"-4,878221735",0,"-1,225009252"
"-3,770231286","1,372251964","-1,725009252"
"-3,736934652","3,135660489","-1,225009252"
"-3,305136271","5,724663948","-0,2250092524"
"-3,989332931","6,909727325","45,10337329"
"-1,690729689","9,588604546","44,08847329"
"1,389962222","7,882867482","45,08847329"
"5,734287517","9,932077325","43,08847329"
"6,112012647","5,128587558","45,10337329"
"7,497493435","2,728864442","45,10337329"
"7,978665862",0,"45,10337329"
"7,497493435","-2,728864442","45,10337329"
"6,112012647","-5,128587558","45,10337329"
"3,989332931","-6,909727325","45,10337329"
"0,00003276037282","-0,0000567426302","69,33980516"
"-1,061366934","6,019310999","65,81090516"
"1,963669334","11,13652219","62,81090516"
"9,551274815","16,54329326","58,31090516"
"16,62364384","13,94889341","56,81090516"
"-0,00006156936119","-0,00002240941481","69,33980516"
"-0,00006552074564",0,"69,33980516"
"-0,00006156936119","0,00002240941481","69,33980516"
"-0,00005019180311","0,00004211592348","69,33980516"
"-0,00003276037282","0,0000567426302","69,33980516"
"15,28237761","26,46985448","-3,715390309"
"22,75054694","19,08997555","-4,215390309"
"26,28008189","9,565167561","-5,215390309"
"27,1006536",0,"-5,715390309"
"23,02489116","-8,38037503","-7,215390309"
"17,44323535","-14,63661235","-8,215390309"
"10,95225059","-18,96985448","-8,715390309"
"3,803676712","-21,57172258","-8,715390309"
"-3,803676712","-21,57172258","-8,715390309"
"-10,51923789","-18,21985448","-9,215390309"
"-0,000006380944037","-0,00001105211927","-4,041459252"
"-0,000009776173443","-0,000008203183531","-4,041459252"
"-0,00001199225205","-0,000004364822788","-4,041459252"
"-0,00001276188807",0,"-4,041459252"
"-0,00001199225205","0,000004364822788","-4,041459252"
"-0,000009776173443","0,000008203183531","-4,041459252"
"-0,000006380944037","0,00001105211927","-4,041459252"
"-0,000002216078608","0,00001256800632","-4,041459252"
"0,000002216078608","0,00001256800632","-4,041459252"
"0,000006380944037","0,00001105211927","-4,041459252"
"-3,989332931","-6,909727325","45,10337329"
"-6,112012647","-5,128587558","45,10337329"
"-7,497493435","-2,728864442","45,10337329"
"-7,978665862",0,"45,10337329"
"-7,497493435","2,728864442","45,10337329"
"-6,112012647","5,128587558","45,10337329"
"-3,989332931","6,909727325","45,10337329"
"-1,385480787","7,857452","45,10337329"
"3,194567021","18,11728987","39,08847329"
"5,301274815","9,182077325","43,58847329"
"0,00003276037282","0,0000567426302","69,33980516"
"0,00005019180311","0,00004211592348","69,33980516"
"0,00006156936119","0,00002240941481","69,33980516"
"0,00006552074564",0,"69,33980516"
"0,00006156936119","-0,00002240941481","69,33980516"
"-23,92119727","20,07226781","51,31090516"
"-15,61345264","27,04329326","51,31090516"
"-0,6102157349","3,460705404","67,31090516"
"-1,795923996","-10,18519111","75,31090516"
"-2,573080838","-4,456706743","72,31090516"
