x,y,z
-26,0,24
"-20,78460969",12,24
"-11,5","19,91858429",24
0,22,24
"13,5","23,3826859",24
"20,78460969",12,24
22,0,24
-26,0,39
"-19,91858429","11,5",39
-11,"19,05255888",39
0,23,39
13,"22,5166605",39
"20,78460969",12,39
22,0,39
-31,0,"85,55"
"-26,84678752","15,5","85,55"
-14,"24,24871131","85,55"
0,28,"85,55"
16,"27,71281292","85,55"
"23,3826859","13,5","85,55"
23,0,"85,55"
-33,0,"102,55"
"-29,44486373",17,"102,55"
-15,"25,98076211","102,55"
0,32,"102,55"
"17,5","30,31088913","102,55"
"25,11473671","14,5","102,55"
27,0,"102,55"
"7,5","-12,99038106",24
0,-16,24
"-7,5","-12,99038106",24
"-11,25833025","-6,5",24
-12,0,24
"-12,12435565",7,24
-8,"13,85640646",24
"7,5","-12,99038106",39
0,-16,39
"-6,5","-11,25833025",39
"-12,12435565",-7,39
-14,0,39
"-12,99038106","7,5",39
"-11,5","19,91858429",39
12,"-20,78460969","85,55"
0,-22,"85,55"
"-10,5","-18,18653348","85,55"
"-18,18653348","-10,5","85,55"
-24,0,"85,55"
"-24,24871131",14,"85,55"
-19,"32,90896534","85,55"
"7,5","-12,99038106","102,55"
0,-14,"102,55"
-6,"-10,39230485","102,55"
"-11,25833025","-6,5","102,55"
-15,0,"102,55"
"-14,72243186","8,5","102,55"
"-15,5","26,84678752","102,55"
"9,5","16,45448267",24
"16,45448267","9,5",24
24,0,24
"20,78460969",-12,24
"11,5","-19,91858429",24
0,-23,24
-12,"-20,78460969",24
11,"19,05255888",39
"19,05255888",11,39
25,0,39
"21,65063509","-12,5",39
11,"-19,05255888",39
0,-21,39
"-10,5","-18,18653348",39
19,"32,90896534","85,55"
"33,77499075","19,5","85,55"
38,0,"85,55"
"32,04293994","-18,5","85,55"
"16,5","-28,57883832","85,55"
0,-30,"85,55"
"-14,5","-25,11473671","85,55"
14,"24,24871131","102,55"
"24,24871131",14,"102,55"
27,0,"102,55"
"23,3826859","-13,5","102,55"
"11,5","-19,91858429","102,55"
0,-17,"102,55"
"-8,5","-14,72243186","102,55"
