x,y,z
"-23,71359406",0,"13,56379177"
"-22,24231194","12,84160478","13,91108812"
"-13,33400866","23,09518047","14,0847363"
0,"26,66801732","14,0847363"
"15,79602804","27,35952313","14,95297719"
"22,24231194","12,84160478","13,91108812"
"23,71359406",0,"13,56379177"
"-24,06329466",0,"28,8568526"
"-21,692293","12,5240512","29,03050077"
"-13,01645508","22,54516153","29,20414895"
0,"28,00252567","29,55144531"
"15,47847446","26,80950419","30,07238984"
"24,2508986","14,00126283","29,55144531"
"24,06329466",0,"28,8568526"
"-26,81285727",0,"76,60978345"
"-27,4849582","15,86844802","77,47802434"
"-14,39123639","24,92635261","76,95707981"
0,"32,72170379","77,65167252"
"16,85325577","29,19069527","77,8253207"
"24,92635261","14,39123639","76,95707981"
"21,8888185",0,"75,74154256"
"-27,80006926",0,"94,04610796"
"-24,92843474","14,39243851","94,21975614"
"-14,39243851","24,92843474","94,21975614"
0,"31,73930027","94,74070068"
"17,34686177","30,04564593","95,26164521"
"24,07556621","13,90003463","94,04610796"
"21,89122274",0,"93,0042189"
"6,440354389","-11,15502102","11,65366181"
0,"-12,88070878","11,65366181"
"-5,455546636","-9,449283957","11,30636546"
"-9,449283957","-5,455546636","11,30636546"
"-8,941477766",0,"10,9590691"
"-10,30215249","5,947950513","11,48001364"
"-8,409969895","14,56649515","12,34825452"
"8,092416316","-14,01647621","27,46766717"
0,"-17,16964038","27,64131535"
"-8,092416316","-14,01647621","27,46766717"
"-14,01647621","-8,092416316","27,46766717"
"-16,18483263",0,"27,46766717"
"-15,72221328","9,077224069","27,81496353"
"-10,5544357","18,28081887","28,33590806"
"13,89883251","-24,07348407","76,78343163"
0,"-26,81285727","76,60978345"
"-13,89883251","-24,07348407","76,78343163"
"-21,51487848","-12,42162088","76,2624871"
"-26,81285727",0,"76,60978345"
"-26,63208967","15,37604414","77,30437616"
"-18,82287128","32,60216939","78,51991341"
"8,483591988","-14,69401235","92,13597801"
0,"-15,98237622","91,96232983"
"-7,498784235","-12,98827529","91,78868166"
"-12,98827529","-7,498784235","91,78868166"
"-16,96718398",0,"92,13597801"
"-18,95835501","10,94561137","93,0042189"
"-14,39243851","24,92843474","94,21975614"
"10,87198928","18,83083781","13,21649541"
"18,83083781","10,87198928","13,21649541"
"22,72878631",0,"13,39014359"
"17,12510074","-9,887181525","12,86919906"
"7,917566019","-13,71362662","12,17460635"
0,"-15,83513204","12,17460635"
"-8,902373772","-15,41936368","12,5219027"
"14,49366671","25,10376713","29,72509348"
"23,39803007","13,50885896","29,37779713"
"26,03291016",0,"29,20414895"
"19,13368741","-11,04683957","28,50955624"
"8,584820192","-14,86934475","27,64131535"
0,"-15,20002488","27,294019"
"-8,584820192","-14,86934475","27,64131535"
"0,00004373072269","0,00007574383356","71,88196871"
"0,00007574383356","0,00004373072269","71,88196871"
"36,6609348",0,"78,34626523"
"27,4849582","-15,86844802","77,47802434"
"13,89883251","-24,07348407","76,78343163"
0,"-24,84324176","76,2624871"
"-11,929217","-20,66200995","76,08883892"
"15,37724626","26,6341718","94,5670525"
"24,92843474","14,39243851","94,21975614"
"25,83045375",0,"93,69881161"
"17,25261795","-9,960803618","92,65692254"
"7,498784235","-12,98827529","91,78868166"
0,"-14,01276072","91,61503348"
"-7,006380359","-12,13540676","91,61503348"
