x,y,z
-15,0,24
"-13,78730854","2,431074487",24
"-14,09538931","5,13030215",24
"-12,12435565",7,24
"-10,7246222","8,999026536",24
"-8,356238926","9,958577761",24
"-5,5","9,526279442",24
"-3,420201433","9,396926208",24
"-1,389185421","7,878462024",24
0,9,24
"1,562833599","8,863269777",24
"3,762221577","10,33661883",24
6,"10,39230485",24
"8,356238926","9,958577761",24
"11,49066665","9,641814145",24
"12,99038106","7,5",24
"14,09538931","5,13030215",24
"14,7721163","2,604722665",24
16,0,24
-19,0,39
"-21,66577057","3,820259909",39
"-21,61293028","7,866463296",39
"-20,78460969",12,39
"-16,85297775","14,14132741",39
"-13,4985398","16,08693331",39
-10,"17,32050808",39
"-5,13030215","14,09538931",39
"-2,431074487","13,78730854",39
0,12,39
"1,910129954","10,83288528",39
"4,10424172","11,27631145",39
"6,5","11,25833025",39
"11,57017697","13,78879998",39
"16,08693331","13,4985398",39
"19,91858429","11,5",39
"23,49231552","8,550503583",39
"23,63538607","4,167556264",39
26,0,39
-23,0,"85,55"
"-27,57461708","4,862148975","85,55"
"-26,31139338","9,576564013","85,55"
"-23,3826859","13,5","85,55"
"-19,91715552","16,71247785","85,55"
"-15,42690263","18,38506663","85,55"
"-11,5","19,91858429","85,55"
"-6,498382723","17,85415979","85,55"
"-3,472963553","19,69615506","85,55"
0,19,"85,55"
"3,125667198","17,72653955","85,55"
"7,866463296","21,61293028","85,55"
13,"22,5166605","85,55"
"18,64084068","22,21528885","85,55"
"22,21528885","18,64084068","85,55"
"24,24871131",14,"85,55"
"22,5526229","8,20848344","85,55"
"18,71134731","3,299315376","85,55"
13,0,"85,55"
-28,0,"102,55"
"-31,5138481","5,556741685","102,55"
"-31,00985649","11,28666473","102,55"
"-28,57883832","16,5","102,55"
"-26,04551107","21,85477873","102,55"
"-22,49756634","26,81155551","102,55"
"-16,5","28,57883832","102,55"
"-10,2606043","28,19077862","102,55"
"-4,688500797","26,58980933","102,55"
0,25,"102,55"
"4,341204442","24,62019383","102,55"
"9,23454387","25,37170076","102,55"
"14,5","25,11473671","102,55"
"21,21199112","25,27946662","102,55"
"26,04551107","21,85477873","102,55"
"30,31088913","17,5","102,55"
"32,88924173","11,97070502","102,55"
"32,49865585","5,730389863","102,55"
29,0,"102,55"
0,0,24
"-0,3420201433","0,9396926208",24
"-0,1736481777","0,984807753",24
0,0,24
0,0,24
"0,3420201433","0,9396926208",24
"-0,5","-0,8660254038",24
"-0,6427876097","-0,7660444431",24
"-2,298133329","-1,928362829",24
"-2,598076211","-1,5",24
"1,879385242","0,6840402867",24
"3,939231012","0,6945927107",24
2,0,24
"2,954423259","-0,520944533",24
"1,879385242","-0,6840402867",24
"3,464101615",-2,24
"3,064177772","-2,571150439",24
"2,571150439","-3,064177772",24
3,"-5,196152423",24
"-1,5","2,598076211",39
"-1,368080573","3,758770483",39
"-1,215537244","6,893654271",39
0,7,39
"1,041889066","5,908846518",39
"2,394141003","6,577848346",39
3,"5,196152423",39
"3,856725658","4,596266659",39
"3,830222216","3,213938048",39
"2,598076211","1,5",39
"3,758770483","1,368080573",39
"1,969615506","0,3472963553",39
1,0,39
"-4,924038765","0,8682408883",39
"-4,698463104","1,710100717",39
"-6,062177826","3,5",39
"-7,660444431","6,427876097",39
"-7,713451316","9,192533317",39
"-5,5","9,526279442",39
4,"-6,92820323","85,55"
"2,394141003","-6,577848346","85,55"
"1,215537244","-6,893654271","85,55"
0,-7,"85,55"
"-1,562833599","-8,863269777","85,55"
"-3,420201433","-9,396926208","85,55"
"-5,5","-9,526279442","85,55"
"-8,356238926","-9,958577761","85,55"
"-9,958577761","-8,356238926","85,55"
"-9,526279442","-5,5","85,55"
"-2,819077862","-1,02606043","85,55"
"-4,924038765","-0,8682408883","85,55"
-10,0,"85,55"
"-16,7417318","2,95201902","85,55"
"-16,91446717","6,15636258","85,55"
"-15,58845727",9,"85,55"
"-15,32088886","12,85575219","85,55"
"-12,85575219","15,32088886","85,55"
-9,"15,58845727","85,55"
"-2,5","4,330127019","102,55"
"-2,05212086","5,638155725","102,55"
"-1,389185421","7,878462024","102,55"
0,9,"102,55"
"1,736481777","9,84807753","102,55"
"2,736161147","7,517540966","102,55"
3,"5,196152423","102,55"
"4,499513268","5,362311102","102,55"
"3,830222216","3,213938048","102,55"
"4,330127019","2,5","102,55"
0,0,"102,55"
0,0,"102,55"
8,0,"102,55"
"-1,969615506","0,3472963553","102,55"
"-3,758770483","1,368080573","102,55"
"-6,062177826","3,5","102,55"
"-10,7246222","8,999026536","102,55"
"-9,641814145","11,49066665","102,55"
"-7,5","12,99038106","102,55"
5,"8,660254038",24
"5,142300877","6,128355545",24
"6,894399988","5,785088487",24
"7,794228634","4,5",24
"8,457233587","3,07818129",24
"7,878462024","1,389185421",24
7,0,24
"5,908846518","-1,041889066",24
"4,698463104","-1,710100717",24
"4,330127019","-2,5",24
"3,064177772","-2,571150439",24
0,0,24
0,0,24
0,0,24
"-0,3472963553","1,969615506",24
0,1,24
"0,1736481777","0,984807753",24
0,0,24
"0,5","0,8660254038",24
6,"10,39230485",39
"8,356238926","9,958577761",39
"11,49066665","9,641814145",39
"14,72243186","8,5",39
"17,85415979","6,498382723",39
"17,72653955","3,125667198",39
19,0,39
"19,69615506","-3,472963553",39
"15,97477455","-5,814342437",39
"12,99038106","-7,5",39
"9,958577761","-8,356238926",39
"6,427876097","-7,660444431",39
"4,5","-7,794228634",39
"3,07818129","-8,457233587",39
"1,389185421","-7,878462024",39
0,-9,39
"-1,389185421","-7,878462024",39
"-3,07818129","-8,457233587",39
"-4,5","-7,794228634",39
0,0,"85,55"
0,0,"85,55"
0,0,"85,55"
0,0,"85,55"
0,0,"85,55"
0,0,"85,55"
0,0,"85,55"
"33,4834636","-5,904038041","85,55"
"29,13047124","-10,60262444","85,55"
"21,65063509","-12,5","85,55"
"17,61902219","-14,78411502","85,55"
"13,4985398","-16,08693331","85,55"
"10,5","-18,18653348","85,55"
"7,524443153","-20,67323766","85,55"
"3,646611731","-20,68096281","85,55"
0,-23,"85,55"
"-4,167556264","-23,63538607","85,55"
"-8,892523726","-24,43200814","85,55"
"-13,5","-23,3826859","85,55"
16,"27,71281292","102,55"
0,0,"102,55"
0,0,"102,55"
0,0,"102,55"
0,0,"102,55"
0,0,"102,55"
0,0,"102,55"
"34,46827136","-6,077686218","102,55"
"30,07016387","-10,94464459","102,55"
"21,65063509","-12,5","102,55"
"15,32088886","-12,85575219","102,55"
"11,57017697","-13,78879998","102,55"
8,"-13,85640646","102,55"
"5,13030215","-14,09538931","102,55"
"2,431074487","-13,78730854","102,55"
0,-14,"102,55"
"-2,431074487","-13,78730854","102,55"
"-4,788282007","-13,15569669","102,55"
-8,"-13,85640646","102,55"
