x,y,z
"-36,38473387",0,"7,845756736"
"-29,88250848","17,25267431","7,161716449"
"-19,60190586","33,95149688","8,871817166"
0,"30,74657814","5,793635876"
"19,60190586","33,95149688","8,871817166"
"30,69630616","17,72252062","7,503736593"
"30,74657814",0,"5,793635876"
"-32,19412434",0,"22,28316619"
"-27,88092953","16,09706217","22,28316619"
"-19,85583265","34,39131098","25,01932734"
0,"32,19412434","22,28316619"
"18,44629372","31,94991794","23,99326691"
"28,69472721","16,56690848","22,62518633"
"26,55596861",0,"20,23104533"
"-34,12724646",0,"72,52424041"
"-33,6240508","19,41285478","74,23434113"
"-17,06362323","29,5550624","72,52424041"
0,"32,24786122","71,84020013"
"17,53346954","30,36886008","72,86626056"
"26,29987167","15,18423799","71,15615984"
"26,60970549",0,"69,78807927"
"-4,820588504",0,"79,94851138"
"-3,360954425","1,940447942","79,60649124"
"-1,470601631","2,547156743","79,2644711"
0,"3,880895883","79,60649124"
"1,940447942","3,360954425","79,60649124"
"4,174752106","2,410294252","79,94851138"
"2,941203263",0,"79,2644711"
"13,02405752","-22,55832934","4,083535159"
0,"-23,22903718","3,057474729"
"-14,90344276","-25,81352007","5,451615733"
"-25,81352007","-14,90344276","5,451615733"
"-21,34965193",0,"2,373434443"
"-24,18592471","13,96375014","4,767575446"
"-20,07175217","34,76529456","9,213837309"
"14,21767693","-24,6257388","20,91508562"
0,"-26,55596861","20,23104533"
"-15,62721586","-27,06713185","21,94114605"
"-31,94991794","-18,44629372","23,99326691"
"-26,55596861",0,"20,23104533"
"-27,06713185","15,62721586","21,94114605"
"-23,14475682","40,08789475","27,41346834"
"14,71439168","-25,48607399","70,8141397"
0,"-31,3081686","71,49817998"
"-14,71439168","-25,48607399","70,8141397"
"-35,25164617","-20,3525474","74,91838142"
"-35,06693908",0,"72,86626056"
"-30,36886008","17,53346954","72,86626056"
"-21,29224002","36,87924153","75,6024217"
"-2,758015162","4,777022389","76,18628981"
0,"6,455722945","75,84426966"
"3,697707783","6,404617752","75,50224952"
"7,218415433","4,167554093","75,16022938"
"5,516030324",0,"76,18628981"
"-0,1057636991","0,06106270015","78,23841067"
"1,818322541","-3,149427026","76,87033009"
"14,90344276","25,81352007","5,451615733"
"41,27567601","23,83052266","11,94999846"
"30,74657814",0,"5,793635876"
"30,69630616","-17,72252062","7,503736593"
"16,31298169","-28,25491311","6,477676163"
0,"-26,04811504","4,083535159"
"-13,49390383","-23,37212702","4,425555303"
"15,15736955","26,25333417","21,5991259"
"40,08789475","23,14475682","27,41346834"
"27,49566123",0,"20,57306547"
"27,88092953","-16,09706217","22,28316619"
"13,74783062","-23,81194112","20,57306547"
0,"-21,85750551","18,52094461"
"-11,39859906","-19,74295272","18,86296476"
"18,47316216","31,99645544","73,55030084"
"34,43784848","19,88270109","74,57636127"
"30,36847598",0,"71,15615984"
"24,67227631","-14,24454537","70,47211955"
"11,42546751","-19,78949022","68,41999869"
0,"-17,21277929","66,36787783"
"-10,9556212","-18,97569254","68,07797855"
"1,000755321","1,733359062","78,92245095"
"2,547156743","1,470601631","79,2644711"
"-4,576337704",0,"76,52830995"
"-7,218415433","4,167554093","75,16022938"
"-6,046939335","10,47360616","73,7921488"
0,"17,73203439","71,74002794"
"6,516785645","11,28740384","73,45012866"
