x,y,z
"-30,74657814",0,"5,793635876"
"-28,00931037","10,19455526","5,451615733"
"-24,99293795","20,97156502","6,477676163"
"-15,37328907","26,62731775","5,793635876"
"-5,339087264","30,27946853","5,793635876"
"5,828614997","33,05571827","6,819696306"
"16,782828","29,06871079","6,819696306"
"23,55324533","19,76351947","5,793635876"
"28,00931037","10,19455526","5,451615733"
"26,98780766",0,"4,425555303"
"-31,25443172",0,"21,94114605"
"-29,36955885","10,68964522","21,94114605"
"-26,10182267","21,90202978","22,96720648"
"-16,09706217","27,88092953","22,28316619"
"-5,427275112","30,77960667","21,94114605"
"5,590451023","31,70502325","22,28316619"
"16,56690848","28,69472721","22,62518633"
"24,66213005","20,69398423","22,28316619"
"30,25258107","11,01103902","22,28316619"
"28,43535385",0,"20,91508562"
"-32,24786122",0,"71,84020013"
"-33,83516611","12,31499334","73,2082807"
"-27,58268013","23,14461672","73,2082807"
"-17,53346954","30,36886008","72,86626056"
"-6,742013712","38,2358598","74,23434113"
"5,926134157","33,6087769","72,52424041"
"18,00331585","31,18265776","73,2082807"
"24,70329489","20,72852563","71,84020013"
"26,77098834","9,743842897","70,47211955"
"22,85093501",0,"68,41999869"
"-5,760281125",0,"80,29053153"
"-5,412893667","1,970132176","80,29053153"
"-6,572170278","5,514705656","81,31659196"
"-3,349986873","5,802347469","80,63255167"
"-1,163438231","6,59818609","80,63255167"
"1,163438231","6,59818609","80,63255167"
"3,349986873","5,802347469","80,63255167"
"4,412631347","3,702637335","80,29053153"
"2,763827002","1,005950761","79,2644711"
"-0,8175672205",0,"77,89639052"
"12,0843649","-20,93073398","3,399494873"
"4,196855886","-23,80155248","3,399494873"
"-4,196855886","-23,80155248","3,399494873"
"-10,20497966","-17,67554326","2,031414299"
"-17,07462854","-14,32731451","2,715454586"
"-20,9451326","-7,623404819","2,715454586"
"-21,34965193",0,"2,373434443"
"-20,9451326","7,623404819","2,715454586"
"-19,23416747","16,13938283","3,741515016"
"-13,96375014","24,18592471","4,767575446"
"14,68752324","-25,43953648","21,25710576"
"4,611395556","-26,15252378","20,23104533"
"-4,448219645","-25,2271072","19,88902519"
"-13,27798431","-22,99814344","20,23104533"
"-19,62320588","-16,46582481","19,88902519"
"-24,95444774","-9,082676191","20,23104533"
"-24,67658337",0,"19,54700504"
"-25,83746996","9,404069996","20,57306547"
"-23,22243743","19,48593868","21,5991259"
"-17,03675479","29,50852489","22,96720648"
"16,59377692","-28,74126471","72,18222027"
"5,599782334","-31,75794375","71,84020013"
"-5,273430512","-29,90711059","71,15615984"
"-15,6540843","-27,11366935","71,49817998"
"-23,26360227","-19,52048008","71,15615984"
"-32,06912167","-11,67220573","72,52424041"
"-34,12724646",0,"72,52424041"
"-31,18609945","11,35081192","72,18222027"
"-27,58268013","23,14461672","73,2082807"
"-19,41285478","33,6240508","74,23434113"
"1,000755321","-1,733359062","78,92245095"
"0,02120685321","-0,1202700411","78,23841067"
"0,141969058","0,8051465373","77,89639052"
"-0,06106270015","-0,1057636991","78,23841067"
"-0,09355348426","-0,07850069414","78,23841067"
"-0,1147603375","-0,04176934691","78,23841067"
"-1,061818021",0,"78,58043081"
"-1,880804781","0,6845569566","78,92245095"
"-5,132477657","4,306660109","80,63255167"
"-5,699218425","9,871335875","82,34265239"
"13,96375014","24,18592471","4,767575446"
"21,3937064","17,95145115","4,767575446"
"26,24326593","9,551767648","4,767575446"
"26,04811504",0,"4,083535159"
"24,47722149","-8,908980039","4,083535159"
"19,95401378","-16,7434056","4,083535159"
"13,49390383","-23,37212702","4,425555303"
"4,360031797","-24,72696906","3,741515016"
"-4,360031797","-24,72696906","3,741515016"
"-13,49390383","-23,37212702","4,425555303"
"13,74783062","23,81194112","20,57306547"
"22,50259112","18,88191591","21,25710576"
"24,95444774","9,082676191","20,23104533"
"25,61627599",0,"19,88902519"
"22,30538108","-8,118494776","19,2049849"
"16,74382064","-14,04973372","18,52094461"
"10,45890644","-18,11535735","18,17892447"
"3,305988266","-18,74919115","17,49488418"
"-3,469164178","-19,67460773","17,83690433"
"-10,45890644","-18,11535735","18,17892447"
"16,12393061","27,92746703","71,84020013"
"24,70329489","20,72852563","71,84020013"
"26,77098834","9,743842897","70,47211955"
"26,60970549",0,"69,78807927"
"21,47285501","-7,815480068","68,41999869"
"15,34529285","-12,87622957","67,39393826"
"10,01592857","-17,34809718","67,39393826"
"2,988967756","-16,95127849","66,36787783"
"-3,152143667","-17,87669507","66,70989798"
"-10,48577488","-18,16189486","67,73595841"
"-3,697707783","-6,404617752","75,50224952"
"-3,505678068","-2,941613174","76,52830995"
"-7,832439657","-2,850774897","75,16022938"
"-16,79234177",0,"72,08204809"
"-18,42870632","6,707500555","71,05598766"
"-12,8636801","10,79390923","72,08204809"
"-8,866017197","15,35639225","71,74002794"
"-3,079135459","17,46264495","71,74002794"
"3,079135459","17,46264495","71,74002794"
"8,866017197","15,35639225","71,74002794"
